"id_policy","id_client","id_vehicle","id_claim","id_year","claim_amount","claim_nb"
"A00081103-V01","A00081103","V01","CL01","Year 0",464.95,1
"A00081103-V03","A00081103","V03","CL01","Year 0",94.35,1
"A00081110-V02","A00081110","V02","CL01","Year 0",274.25,1
"A00081124-V01","A00081124","V01","CL01","Year 0",-47.13,1
"A00081127-V01","A00081127","V01","CL01","Year 0",1112.02,1
"A00081135-V01","A00081135","V01","CL01","Year 0",-119.93,1
"A00081146-V01","A00081146","V01","CL01","Year 0",190.49,1
"A00081146-V04","A00081146","V04","CL01","Year 0",1144.29,1
"A00081164-V01","A00081164","V01","CL01","Year 0",86.47,1
"A00081174-V01","A00081174","V01","CL01","Year 0",187.23,1
"A00081180-V01","A00081180","V01","CL01","Year 0",601.15,1
"A00081180-V01","A00081180","V01","CL02","Year 0",144.68,1
"A00081207-V01","A00081207","V01","CL01","Year 0",-395.14,1
"A00081209-V02","A00081209","V02","CL01","Year 0",159.15,1
"A00081214-V02","A00081214","V02","CL01","Year 0",315.4,1
"A00081219-V01","A00081219","V01","CL01","Year 0",170.94,1
"A00081223-V01","A00081223","V01","CL01","Year 0",47.28,1
"A00081244-V01","A00081244","V01","CL01","Year 0",152.65,1
"A00081244-V02","A00081244","V02","CL01","Year 0",143.84,1
"A00081248-V01","A00081248","V01","CL01","Year 0",82.59,1
"A00081250-V02","A00081250","V02","CL01","Year 0",122.5,1
"A00081250-V02","A00081250","V02","CL02","Year 0",516.95,1
"A00081264-V01","A00081264","V01","CL01","Year 0",600.05,1
"A00081270-V01","A00081270","V01","CL01","Year 0",34.57,1
"A00081275-V03","A00081275","V03","CL01","Year 0",85.88,1
"A00081276-V04","A00081276","V04","CL01","Year 0",130.46,1
"A00081286-V01","A00081286","V01","CL01","Year 0",120.11,1
"A00081289-V01","A00081289","V01","CL01","Year 0",214.53,1
"A00081289-V01","A00081289","V01","CL02","Year 0",1183.54,1
"A00081290-V03","A00081290","V03","CL01","Year 0",23.5,1
"A00081290-V04","A00081290","V04","CL01","Year 0",2055.36,1
"A00081331-V04","A00081331","V04","CL01","Year 0",36.13,1
"A00081331-V04","A00081331","V04","CL02","Year 0",4.67,1
"A00081341-V01","A00081341","V01","CL01","Year 0",233.74,1
"A00081350-V03","A00081350","V03","CL01","Year 0",882.36,1
"A00081358-V04","A00081358","V04","CL01","Year 0",724.87,1
"A00081362-V01","A00081362","V01","CL01","Year 0",144.94,1
"A00081368-V01","A00081368","V01","CL01","Year 0",155.22,1
"A00081376-V01","A00081376","V01","CL01","Year 0",449.33,1
"A00081379-V01","A00081379","V01","CL01","Year 0",1123.25,1
"A00081379-V01","A00081379","V01","CL02","Year 0",374.7,1
"A00081381-V01","A00081381","V01","CL01","Year 0",24.85,1
"A00081381-V02","A00081381","V02","CL01","Year 0",2360.18,1
"A00081384-V02","A00081384","V02","CL01","Year 0",1699.83,1
"A00081384-V04","A00081384","V04","CL01","Year 0",1665.7,1
"A00081384-V04","A00081384","V04","CL02","Year 0",734.26,1
"A00081386-V02","A00081386","V02","CL01","Year 0",509.11,1
"A00081390-V01","A00081390","V01","CL01","Year 0",3897.03,1
"A00081391-V01","A00081391","V01","CL01","Year 0",421.61,1
"A00081394-V01","A00081394","V01","CL01","Year 0",384.18,1
"A00081395-V01","A00081395","V01","CL01","Year 0",28.61,1
"A00081396-V01","A00081396","V01","CL01","Year 0",101.26,1
"A00081398-V01","A00081398","V01","CL01","Year 0",2699.84,1
"A00081408-V03","A00081408","V03","CL01","Year 0",64.25,1
"A00081409-V01","A00081409","V01","CL01","Year 0",42.78,1
"A00081411-V02","A00081411","V02","CL01","Year 0",1866.15,1
"A00081417-V02","A00081417","V02","CL01","Year 0",53.67,1
"A00081417-V02","A00081417","V02","CL02","Year 0",264.57,1
"A00081418-V01","A00081418","V01","CL01","Year 0",2381.34,1
"A00081428-V01","A00081428","V01","CL01","Year 0",1051.97,1
"A00081432-V01","A00081432","V01","CL01","Year 0",162.05,1
"A00081442-V01","A00081442","V01","CL01","Year 0",205.2,1
"A00081442-V02","A00081442","V02","CL01","Year 0",3410.73,1
"A00081450-V01","A00081450","V01","CL01","Year 0",1924.25,1
"A00081450-V01","A00081450","V01","CL02","Year 0",407.55,1
"A00081453-V01","A00081453","V01","CL01","Year 0",292.93,1
"A00081453-V03","A00081453","V03","CL01","Year 0",710.01,1
"A00081455-V02","A00081455","V02","CL01","Year 0",1271.78,1
"A00081483-V01","A00081483","V01","CL01","Year 0",116.46,1
"A00081489-V01","A00081489","V01","CL01","Year 0",36.45,1
"A00081497-V02","A00081497","V02","CL01","Year 0",5502.58,1
"A00081503-V01","A00081503","V01","CL01","Year 0",125.12,1
"A00081510-V01","A00081510","V01","CL01","Year 0",468.7,1
"A00081514-V02","A00081514","V02","CL01","Year 0",1560.64,1
"A00081526-V01","A00081526","V01","CL01","Year 0",103.15,1
"A00081530-V01","A00081530","V01","CL01","Year 0",867.06,1
"A00081530-V02","A00081530","V02","CL01","Year 0",60.61,1
"A00081534-V01","A00081534","V01","CL01","Year 0",51.05,1
"A00081548-V02","A00081548","V02","CL01","Year 0",199.48,1
"A00081555-V03","A00081555","V03","CL01","Year 0",146.36,1
"A00081557-V01","A00081557","V01","CL01","Year 0",653.45,1
"A00081617-V01","A00081617","V01","CL01","Year 0",1729.67,1
"A00081635-V01","A00081635","V01","CL01","Year 0",2252.01,1
"A00081645-V01","A00081645","V01","CL01","Year 0",710.44,1
"A00081660-V02","A00081660","V02","CL01","Year 0",1400.29,1
"A00081661-V01","A00081661","V01","CL01","Year 0",30.11,1
"A00081674-V01","A00081674","V01","CL01","Year 0",1025.51,1
"A00081674-V02","A00081674","V02","CL01","Year 0",3211.55,1
"A00081674-V02","A00081674","V02","CL02","Year 0",1210.47,1
"A00081674-V04","A00081674","V04","CL01","Year 0",60.24,1
"A00081674-V04","A00081674","V04","CL02","Year 0",-61.29,1
"A00081677-V01","A00081677","V01","CL01","Year 0",2218.68,1
"A00081678-V01","A00081678","V01","CL01","Year 0",407.3,1
"A00081682-V03","A00081682","V03","CL01","Year 0",344.67,1
"A00081697-V02","A00081697","V02","CL01","Year 0",723.13,1
"A00081700-V02","A00081700","V02","CL01","Year 0",264.51,1
"A00081711-V02","A00081711","V02","CL01","Year 0",336.7,1
"A00081713-V02","A00081713","V02","CL01","Year 0",846.25,1
"A00081720-V01","A00081720","V01","CL01","Year 0",39.5,1
"A00081723-V01","A00081723","V01","CL01","Year 0",1942.23,1
"A00081797-V03","A00081797","V03","CL01","Year 0",292.68,1
"A00081800-V01","A00081800","V01","CL01","Year 0",522.17,1
"A00081800-V02","A00081800","V02","CL01","Year 0",13257.65,1
"A00081804-V01","A00081804","V01","CL01","Year 0",705.99,1
"A00081807-V02","A00081807","V02","CL01","Year 0",90.31,1
"A00081807-V04","A00081807","V04","CL01","Year 0",1482.67,1
"A00081810-V02","A00081810","V02","CL01","Year 0",205.83,1
"A00081818-V01","A00081818","V01","CL01","Year 0",424.35,1
"A00081835-V01","A00081835","V01","CL01","Year 0",1306.59,1
"A00081835-V05","A00081835","V05","CL01","Year 0",121.21,1
"A00081840-V01","A00081840","V01","CL01","Year 0",148.47,1
"A00081847-V01","A00081847","V01","CL01","Year 0",535.41,1
"A00081852-V02","A00081852","V02","CL01","Year 0",177.04,1
"A00081867-V01","A00081867","V01","CL01","Year 0",1514.13,1
"A00081869-V01","A00081869","V01","CL01","Year 0",1323.55,1
"A00081869-V01","A00081869","V01","CL02","Year 0",55.91,1
"A00081871-V01","A00081871","V01","CL01","Year 0",70.9,1
"A00081887-V01","A00081887","V01","CL01","Year 0",1925.7,1
"A00081887-V03","A00081887","V03","CL01","Year 0",296.97,1
"A00081889-V01","A00081889","V01","CL01","Year 0",2061.02,1
"A00081892-V01","A00081892","V01","CL01","Year 0",85.68,1
"A00081903-V02","A00081903","V02","CL01","Year 0",379.87,1
"A00081903-V03","A00081903","V03","CL01","Year 0",440.66,1
"A00081915-V01","A00081915","V01","CL01","Year 0",2277.96,1
"A00081915-V02","A00081915","V02","CL01","Year 0",1383.12,1
"A00081947-V01","A00081947","V01","CL01","Year 0",208.44,1
"A00081955-V01","A00081955","V01","CL01","Year 0",-746.89,1
"A00081963-V01","A00081963","V01","CL01","Year 0",16.18,1
"A00081975-V02","A00081975","V02","CL01","Year 0",159.62,1
"A00081975-V02","A00081975","V02","CL02","Year 0",8.98,1
"A00081975-V02","A00081975","V02","CL03","Year 0",1828.65,1
"A00081982-V01","A00081982","V01","CL01","Year 0",450.83,1
"A00081984-V02","A00081984","V02","CL01","Year 0",167.52,1
"A00082026-V01","A00082026","V01","CL01","Year 0",348.36,1
"A00082028-V01","A00082028","V01","CL01","Year 0",520.45,1
"A00082046-V01","A00082046","V01","CL01","Year 0",44.76,1
"A00082050-V03","A00082050","V03","CL01","Year 0",36.96,1
"A00082058-V03","A00082058","V03","CL01","Year 0",37.39,1
"A00082059-V01","A00082059","V01","CL01","Year 0",593.77,1
"A00082059-V02","A00082059","V02","CL01","Year 0",1240.65,1
"A00082059-V02","A00082059","V02","CL02","Year 0",174.35,1
"A00082061-V01","A00082061","V01","CL01","Year 0",1.38,1
"A00082088-V04","A00082088","V04","CL01","Year 0",1389.82,1
"A00082088-V04","A00082088","V04","CL02","Year 0",337.65,1
"A00082102-V01","A00082102","V01","CL01","Year 0",1061.59,1
"A00082102-V02","A00082102","V02","CL01","Year 0",571.04,1
"A00082120-V02","A00082120","V02","CL01","Year 0",171.33,1
"A00082127-V01","A00082127","V01","CL01","Year 0",2585.6,1
"A00082146-V01","A00082146","V01","CL01","Year 0",82.01,1
"A00082161-V01","A00082161","V01","CL01","Year 0",26.29,1
"A00082185-V01","A00082185","V01","CL01","Year 0",399.04,1
"A00082232-V01","A00082232","V01","CL01","Year 0",4611.35,1
"A00082235-V01","A00082235","V01","CL01","Year 0",148.66,1
"A00082241-V02","A00082241","V02","CL01","Year 0",197.94,1
"A00082247-V01","A00082247","V01","CL01","Year 0",269.6,1
"A00082251-V01","A00082251","V01","CL01","Year 0",150.6,1
"A00082258-V02","A00082258","V02","CL01","Year 0",125.71,1
"A00082260-V02","A00082260","V02","CL01","Year 0",1478.99,1
"A00082261-V03","A00082261","V03","CL01","Year 0",303.85,1
"A00082262-V01","A00082262","V01","CL01","Year 0",73.97,1
"A00082267-V02","A00082267","V02","CL01","Year 0",455.38,1
"A00082276-V01","A00082276","V01","CL01","Year 0",7.7,1
"A00082277-V01","A00082277","V01","CL01","Year 0",2035.68,1
"A00082296-V01","A00082296","V01","CL01","Year 0",316.6,1
"A00082300-V02","A00082300","V02","CL01","Year 0",5.02,1
"A00082301-V01","A00082301","V01","CL01","Year 0",121.74,1
"A00082308-V01","A00082308","V01","CL01","Year 0",394.21,1
"A00082328-V02","A00082328","V02","CL01","Year 0",21.62,1
"A00082336-V01","A00082336","V01","CL01","Year 0",571.35,1
"A00082340-V01","A00082340","V01","CL01","Year 0",49.95,1
"A00082344-V01","A00082344","V01","CL01","Year 0",13.55,1
"A00082346-V01","A00082346","V01","CL01","Year 0",119.83,1
"A00082355-V01","A00082355","V01","CL01","Year 0",19.81,1
"A00082358-V01","A00082358","V01","CL01","Year 0",473.64,1
"A00082360-V01","A00082360","V01","CL01","Year 0",6897.78,1
"A00082370-V02","A00082370","V02","CL01","Year 0",174.93,1
"A00082370-V02","A00082370","V02","CL02","Year 0",314.13,1
"A00082386-V02","A00082386","V02","CL01","Year 0",125.97,1
"A00082388-V02","A00082388","V02","CL01","Year 0",567.18,1
"A00082399-V02","A00082399","V02","CL01","Year 0",3672.78,1
"A00082403-V01","A00082403","V01","CL01","Year 0",15.31,1
"A00082405-V01","A00082405","V01","CL01","Year 0",150.34,1
"A00082405-V02","A00082405","V02","CL01","Year 0",604.15,1
"A00082410-V02","A00082410","V02","CL01","Year 0",2800.12,1
"A00082412-V01","A00082412","V01","CL01","Year 0",2584.58,1
"A00082412-V01","A00082412","V01","CL02","Year 0",859.15,1
"A00082413-V01","A00082413","V01","CL01","Year 0",64.07,1
"A00082419-V01","A00082419","V01","CL01","Year 0",165.02,1
"A00082423-V01","A00082423","V01","CL01","Year 0",41.68,1
"A00082426-V01","A00082426","V01","CL01","Year 0",487.72,1
"A00082426-V03","A00082426","V03","CL01","Year 0",140.36,1
"A00082431-V01","A00082431","V01","CL01","Year 0",-150.54,1
"A00082445-V02","A00082445","V02","CL01","Year 0",25.06,1
"A00082451-V01","A00082451","V01","CL01","Year 0",2046.56,1
"A00082463-V01","A00082463","V01","CL01","Year 0",1913.19,1
"A00082465-V02","A00082465","V02","CL01","Year 0",410.01,1
"A00082486-V01","A00082486","V01","CL01","Year 0",6850.73,1
"A00082506-V01","A00082506","V01","CL01","Year 0",512.58,1
"A00082519-V01","A00082519","V01","CL01","Year 0",1591.47,1
"A00082531-V01","A00082531","V01","CL01","Year 0",3852.47,1
"A00082531-V01","A00082531","V01","CL02","Year 0",4936.44,1
"A00082531-V02","A00082531","V02","CL01","Year 0",25.47,1
"A00082531-V03","A00082531","V03","CL01","Year 0",-258.57,1
"A00082533-V01","A00082533","V01","CL01","Year 0",1762.14,1
"A00082547-V01","A00082547","V01","CL01","Year 0",72.62,1
"A00082549-V02","A00082549","V02","CL01","Year 0",1439.19,1
"A00082577-V01","A00082577","V01","CL01","Year 0",4758.13,1
"A00082590-V01","A00082590","V01","CL01","Year 0",20.57,1
"A00082595-V01","A00082595","V01","CL01","Year 0",145.63,1
"A00082597-V01","A00082597","V01","CL01","Year 0",1256.16,1
"A00082598-V01","A00082598","V01","CL01","Year 0",848.41,1
"A00082603-V01","A00082603","V01","CL01","Year 0",2218.81,1
"A00082607-V01","A00082607","V01","CL01","Year 0",74.33,1
"A00082607-V03","A00082607","V03","CL01","Year 0",1558.43,1
"A00082608-V02","A00082608","V02","CL01","Year 0",322.51,1
"A00082614-V01","A00082614","V01","CL01","Year 0",13.33,1
"A00082616-V02","A00082616","V02","CL01","Year 0",1252.27,1
"A00082616-V02","A00082616","V02","CL02","Year 0",79.36,1
"A00082621-V01","A00082621","V01","CL01","Year 0",394.37,1
"A00082642-V01","A00082642","V01","CL01","Year 0",28.22,1
"A00082654-V01","A00082654","V01","CL01","Year 0",103.15,1
"A00082660-V01","A00082660","V01","CL01","Year 0",1842.56,1
"A00082682-V01","A00082682","V01","CL01","Year 0",617.6,1
"A00082690-V01","A00082690","V01","CL01","Year 0",741.63,1
"A00082690-V01","A00082690","V01","CL02","Year 0",1963.6,1
"A00082693-V01","A00082693","V01","CL01","Year 0",413.92,1
"A00082693-V02","A00082693","V02","CL01","Year 0",122.37,1
"A00082717-V01","A00082717","V01","CL01","Year 0",189.15,1
"A00082718-V02","A00082718","V02","CL01","Year 0",56.4,1
"A00082725-V01","A00082725","V01","CL01","Year 0",1993.96,1
"A00082732-V01","A00082732","V01","CL01","Year 0",57.72,1
"A00082741-V01","A00082741","V01","CL01","Year 0",242.11,1
"A00082746-V01","A00082746","V01","CL01","Year 0",318.92,1
"A00082751-V01","A00082751","V01","CL01","Year 0",10.08,1
"A00082755-V01","A00082755","V01","CL01","Year 0",993.18,1
"A00082757-V01","A00082757","V01","CL01","Year 0",366.39,1
"A00082772-V01","A00082772","V01","CL01","Year 0",251.68,1
"A00082773-V02","A00082773","V02","CL01","Year 0",-944.93,1
"A00082778-V01","A00082778","V01","CL01","Year 0",238.51,1
"A00082778-V01","A00082778","V01","CL02","Year 0",1195.86,1
"A00082787-V01","A00082787","V01","CL01","Year 0",177.21,1
"A00082791-V01","A00082791","V01","CL01","Year 0",6272.92,1
"A00082803-V01","A00082803","V01","CL01","Year 0",652.59,1
"A00082810-V01","A00082810","V01","CL01","Year 0",163.37,1
"A00082815-V02","A00082815","V02","CL01","Year 0",9.3,1
"A00082824-V03","A00082824","V03","CL01","Year 0",282.23,1
"A00082828-V01","A00082828","V01","CL01","Year 0",1608,1
"A00082832-V04","A00082832","V04","CL01","Year 0",184.98,1
"A00082834-V01","A00082834","V01","CL01","Year 0",57.53,1
"A00082842-V01","A00082842","V01","CL01","Year 0",203.96,1
"A00082842-V02","A00082842","V02","CL01","Year 0",495.63,1
"A00082844-V02","A00082844","V02","CL01","Year 0",17.78,1
"A00082855-V01","A00082855","V01","CL01","Year 0",504.32,1
"A00082855-V03","A00082855","V03","CL01","Year 0",136.07,1
"A00082869-V02","A00082869","V02","CL01","Year 0",1754.36,1
"A00082873-V03","A00082873","V03","CL01","Year 0",-483.26,1
"A00082897-V02","A00082897","V02","CL01","Year 0",662.76,1
"A00082911-V03","A00082911","V03","CL01","Year 0",500.41,1
"A00082919-V01","A00082919","V01","CL01","Year 0",912.93,1
"A00082924-V01","A00082924","V01","CL01","Year 0",-368.97,1
"A00082994-V02","A00082994","V02","CL01","Year 0",135.57,1
"A00082994-V02","A00082994","V02","CL02","Year 0",5.53,1
"A00082996-V01","A00082996","V01","CL01","Year 0",518.9,1
"A00083004-V03","A00083004","V03","CL01","Year 0",1853.42,1
"A00083009-V03","A00083009","V03","CL01","Year 0",143.41,1
"A00083009-V03","A00083009","V03","CL02","Year 0",120.4,1
"A00083021-V01","A00083021","V01","CL01","Year 0",165.15,1
"A00083031-V01","A00083031","V01","CL01","Year 0",285.83,1
"A00083042-V01","A00083042","V01","CL01","Year 0",1571.02,1
"A00083042-V02","A00083042","V02","CL01","Year 0",364,1
"A00083060-V02","A00083060","V02","CL01","Year 0",645.48,1
"A00083060-V02","A00083060","V02","CL02","Year 0",10.14,1
"A00083060-V04","A00083060","V04","CL01","Year 0",39.96,1
"A00083061-V01","A00083061","V01","CL01","Year 0",601.81,1
"A00083064-V02","A00083064","V02","CL01","Year 0",205.73,1
"A00083067-V02","A00083067","V02","CL01","Year 0",692.72,1
"A00083074-V03","A00083074","V03","CL01","Year 0",295.84,1
"A00083075-V01","A00083075","V01","CL01","Year 0",2512.7,1
"A00083079-V01","A00083079","V01","CL01","Year 0",450.78,1
"A00083086-V02","A00083086","V02","CL01","Year 0",1621.07,1
"A00083094-V03","A00083094","V03","CL01","Year 0",1906.49,1
"A00083095-V01","A00083095","V01","CL01","Year 0",4130.08,1
"A00083098-V01","A00083098","V01","CL01","Year 0",278.93,1
"A00083103-V02","A00083103","V02","CL01","Year 0",3819.49,1
"A00083103-V02","A00083103","V02","CL02","Year 0",1366.76,1
"A00083108-V01","A00083108","V01","CL01","Year 0",1235.22,1
"A00083108-V01","A00083108","V01","CL02","Year 0",310.65,1
"A00083109-V01","A00083109","V01","CL01","Year 0",1130.86,1
"A00083109-V02","A00083109","V02","CL01","Year 0",5.26,1
"A00083114-V01","A00083114","V01","CL01","Year 0",175.2,1
"A00083114-V02","A00083114","V02","CL01","Year 0",814.57,1
"A00083123-V01","A00083123","V01","CL01","Year 0",5995.88,1
"A00083134-V03","A00083134","V03","CL01","Year 0",1027.8,1
"A00083147-V01","A00083147","V01","CL01","Year 0",137.08,1
"A00083154-V02","A00083154","V02","CL01","Year 0",316.23,1
"A00083163-V02","A00083163","V02","CL01","Year 0",83.55,1
"A00083166-V01","A00083166","V01","CL01","Year 0",583.07,1
"A00083172-V01","A00083172","V01","CL01","Year 0",-469.1,1
"A00083182-V02","A00083182","V02","CL01","Year 0",323.25,1
"A00083183-V01","A00083183","V01","CL01","Year 0",272.71,1
"A00083185-V01","A00083185","V01","CL01","Year 0",2444.14,1
"A00083188-V01","A00083188","V01","CL01","Year 0",901.48,1
"A00083191-V02","A00083191","V02","CL01","Year 0",10.01,1
"A00083251-V01","A00083251","V01","CL01","Year 0",726.7,1
"A00083256-V02","A00083256","V02","CL01","Year 0",512.6,1
"A00083263-V02","A00083263","V02","CL01","Year 0",5570.98,1
"A00083263-V02","A00083263","V02","CL02","Year 0",4944.38,1
"A00083264-V01","A00083264","V01","CL01","Year 0",404.44,1
"A00083272-V01","A00083272","V01","CL01","Year 0",82.9,1
"A00083275-V02","A00083275","V02","CL01","Year 0",1393.86,1
"A00083275-V02","A00083275","V02","CL02","Year 0",1844.7,1
"A00083286-V01","A00083286","V01","CL01","Year 0",1282.95,1
"A00083296-V01","A00083296","V01","CL01","Year 0",114.83,1
"A00083297-V02","A00083297","V02","CL01","Year 0",350.43,1
"A00083297-V03","A00083297","V03","CL01","Year 0",14.4,1
"A00083298-V03","A00083298","V03","CL01","Year 0",135.96,1
"A00083327-V01","A00083327","V01","CL01","Year 0",61.79,1
"A00083337-V02","A00083337","V02","CL01","Year 0",289.4,1
"A00083346-V01","A00083346","V01","CL01","Year 0",629.15,1
"A00083349-V01","A00083349","V01","CL01","Year 0",451.03,1
"A00083352-V01","A00083352","V01","CL01","Year 0",781.99,1
"A00083358-V01","A00083358","V01","CL01","Year 0",105.47,1
"A00083364-V01","A00083364","V01","CL01","Year 0",639.59,1
"A00083365-V01","A00083365","V01","CL01","Year 0",47.04,1
"A00083416-V01","A00083416","V01","CL01","Year 0",950.82,1
"A00083418-V01","A00083418","V01","CL01","Year 0",435.39,1
"A00083428-V01","A00083428","V01","CL01","Year 0",2655.29,1
"A00083430-V01","A00083430","V01","CL01","Year 0",2708.7,1
"A00083433-V03","A00083433","V03","CL01","Year 0",91.17,1
"A00083434-V01","A00083434","V01","CL01","Year 0",306.96,1
"A00083437-V01","A00083437","V01","CL01","Year 0",697.41,1
"A00083446-V01","A00083446","V01","CL01","Year 0",630.92,1
"A00083452-V01","A00083452","V01","CL01","Year 0",942.21,1
"A00083454-V01","A00083454","V01","CL01","Year 0",1288.93,1
"A00083463-V01","A00083463","V01","CL01","Year 0",56.48,1
"A00083468-V01","A00083468","V01","CL01","Year 0",522.1,1
"A00083468-V01","A00083468","V01","CL02","Year 0",46.27,1
"A00083468-V03","A00083468","V03","CL01","Year 0",4438.28,1
"A00083487-V01","A00083487","V01","CL01","Year 0",23.85,1
"A00083489-V03","A00083489","V03","CL01","Year 0",4214.51,1
"A00083496-V01","A00083496","V01","CL01","Year 0",101.39,1
"A00083505-V03","A00083505","V03","CL01","Year 0",118.11,1
"A00083507-V01","A00083507","V01","CL01","Year 0",205.32,1
"A00083507-V02","A00083507","V02","CL01","Year 0",2062.78,1
"A00083522-V02","A00083522","V02","CL01","Year 0",516.94,1
"A00083529-V03","A00083529","V03","CL01","Year 0",1904.16,1
"A00083534-V01","A00083534","V01","CL01","Year 0",1377.64,1
"A00083539-V01","A00083539","V01","CL01","Year 0",1191.35,1
"A00083540-V03","A00083540","V03","CL01","Year 0",114.98,1
"A00083543-V01","A00083543","V01","CL01","Year 0",2726.84,1
"A00083545-V01","A00083545","V01","CL01","Year 0",1957.58,1
"A00083548-V01","A00083548","V01","CL01","Year 0",240.26,1
"A00083552-V01","A00083552","V01","CL01","Year 0",68.64,1
"A00083556-V01","A00083556","V01","CL01","Year 0",763.17,1
"A00083563-V01","A00083563","V01","CL01","Year 0",1141.11,1
"A00083565-V01","A00083565","V01","CL01","Year 0",41.02,1
"A00083573-V01","A00083573","V01","CL01","Year 0",2309.5,1
"A00083573-V03","A00083573","V03","CL01","Year 0",28.83,1
"A00083574-V01","A00083574","V01","CL01","Year 0",106.78,1
"A00083580-V05","A00083580","V05","CL01","Year 0",427.79,1
"A00083581-V01","A00083581","V01","CL01","Year 0",2050.74,1
"A00083581-V01","A00083581","V01","CL02","Year 0",710.1,1
"A00083584-V01","A00083584","V01","CL01","Year 0",109.27,1
"A00083585-V02","A00083585","V02","CL01","Year 0",153.29,1
"A00083593-V02","A00083593","V02","CL01","Year 0",65.48,1
"A00083597-V01","A00083597","V01","CL01","Year 0",-374.19,1
"A00083601-V01","A00083601","V01","CL01","Year 0",920.41,1
"A00083614-V01","A00083614","V01","CL01","Year 0",215.73,1
"A00083618-V01","A00083618","V01","CL01","Year 0",22.83,1
"A00083621-V01","A00083621","V01","CL01","Year 0",63.5,1
"A00083621-V01","A00083621","V01","CL02","Year 0",360.28,1
"A00083621-V01","A00083621","V01","CL03","Year 0",539.22,1
"A00083621-V02","A00083621","V02","CL01","Year 0",4317.17,1
"A00083638-V01","A00083638","V01","CL01","Year 0",69.59,1
"A00083639-V01","A00083639","V01","CL01","Year 0",321.11,1
"A00083642-V01","A00083642","V01","CL01","Year 0",419.09,1
"A00083650-V03","A00083650","V03","CL01","Year 0",41.18,1
"A00083660-V02","A00083660","V02","CL01","Year 0",2616.28,1
"A00083677-V01","A00083677","V01","CL01","Year 0",164.51,1
"A00083677-V01","A00083677","V01","CL02","Year 0",536.42,1
"A00083681-V06","A00083681","V06","CL01","Year 0",2378.83,1
"A00083681-V07","A00083681","V07","CL01","Year 0",144.68,1
"A00083685-V01","A00083685","V01","CL01","Year 0",109.8,1
"A00083685-V02","A00083685","V02","CL01","Year 0",250.29,1
"A00083685-V03","A00083685","V03","CL01","Year 0",1193.73,1
"A00083693-V01","A00083693","V01","CL01","Year 0",107.26,1
"A00083694-V01","A00083694","V01","CL01","Year 0",10748.19,1
"A00083715-V01","A00083715","V01","CL01","Year 0",2160.83,1
"A00083715-V01","A00083715","V01","CL02","Year 0",14.21,1
"A00083755-V02","A00083755","V02","CL01","Year 0",8740.54,1
"A00083756-V01","A00083756","V01","CL01","Year 0",-840.53,1
"A00083763-V01","A00083763","V01","CL01","Year 0",441.48,1
"A00083763-V01","A00083763","V01","CL02","Year 0",1071.94,1
"A00083790-V02","A00083790","V02","CL01","Year 0",162.75,1
"A00083807-V01","A00083807","V01","CL01","Year 0",2582.07,1
"A00083813-V02","A00083813","V02","CL01","Year 0",76.83,1
"A00083814-V02","A00083814","V02","CL01","Year 0",92.34,1
"A00083823-V01","A00083823","V01","CL01","Year 0",39.63,1
"A00083834-V01","A00083834","V01","CL01","Year 0",21.11,1
"A00083841-V01","A00083841","V01","CL01","Year 0",290.01,1
"A00083854-V01","A00083854","V01","CL01","Year 0",6640.22,1
"A00083864-V02","A00083864","V02","CL01","Year 0",2017.64,1
"A00083865-V01","A00083865","V01","CL01","Year 0",972.14,1
"A00083875-V01","A00083875","V01","CL01","Year 0",3590.28,1
"A00083875-V02","A00083875","V02","CL01","Year 0",114.17,1
"A00083875-V03","A00083875","V03","CL01","Year 0",14.23,1
"A00083890-V03","A00083890","V03","CL01","Year 0",92.46,1
"A00083900-V01","A00083900","V01","CL01","Year 0",6439.32,1
"A00083905-V03","A00083905","V03","CL01","Year 0",2960.88,1
"A00083917-V01","A00083917","V01","CL01","Year 0",2012.7,1
"A00083956-V02","A00083956","V02","CL01","Year 0",1039.54,1
"A00083966-V01","A00083966","V01","CL01","Year 0",441.34,1
"A00083966-V02","A00083966","V02","CL01","Year 0",609.97,1
"A00083972-V01","A00083972","V01","CL01","Year 0",293.99,1
"A00083993-V02","A00083993","V02","CL01","Year 0",-51.53,1
"A00084002-V01","A00084002","V01","CL01","Year 0",272.36,1
"A00084004-V02","A00084004","V02","CL01","Year 0",201.21,1
"A00084006-V01","A00084006","V01","CL01","Year 0",1534.26,1
"A00084050-V02","A00084050","V02","CL01","Year 0",59.89,1
"A00084053-V01","A00084053","V01","CL01","Year 0",84.16,1
"A00084062-V03","A00084062","V03","CL01","Year 0",208.85,1
"A00084062-V03","A00084062","V03","CL02","Year 0",167.29,1
"A00084064-V01","A00084064","V01","CL01","Year 0",430.73,1
"A00084069-V03","A00084069","V03","CL01","Year 0",199.03,1
"A00084071-V02","A00084071","V02","CL01","Year 0",740.8,1
"A00084074-V01","A00084074","V01","CL01","Year 0",3052.4,1
"A00084075-V01","A00084075","V01","CL01","Year 0",1142.88,1
"A00084082-V02","A00084082","V02","CL01","Year 0",145.21,1
"A00084084-V01","A00084084","V01","CL01","Year 0",-33.66,1
"A00084099-V01","A00084099","V01","CL01","Year 0",321.82,1
"A00084103-V01","A00084103","V01","CL01","Year 0",798.54,1
"A00084107-V01","A00084107","V01","CL01","Year 0",429.94,1
